53621
(1,-8.633042,41.153901)
(2,-8.576439,41.143554)
(3,-8.622536,41.144024)
(4,-8.614396,41.148573)
(5,-8.632394,41.150755)
(6,-8.614710,41.153725)
(7,-8.578512,41.169291)
(8,-8.577122,41.172792)
(9,-8.625129,41.148539)
(10,-8.616304,41.145848)
(11,-8.640873,41.145182)
(12,-8.622063,41.155609)
(13,-8.613200,41.153691)
(14,-8.592097,41.144766)
(15,-8.621120,41.148316)
(16,-8.612651,41.157341)
(17,-8.588446,41.174699)
(18,-8.625690,41.165764)
(19,-8.628379,41.148854)
(20,-8.647275,41.168603)
(21,-8.592092,41.155634)
(22,-8.589429,41.140989)
(23,-8.651426,41.156238)
(24,-8.615941,41.143020)
(25,-8.604206,41.146290)
(26,-8.633948,41.141079)
(27,-8.598454,41.158881)
(28,-8.610909,41.144913)
(29,-8.612975,41.147202)
(30,-8.611356,41.140949)
(31,-8.623854,41.145831)
(32,-8.594314,41.155595)
(33,-8.605796,41.154649)
(34,-8.575745,41.150815)
(35,-8.587404,41.165881)
(36,-8.616461,41.152519)
(37,-8.609635,41.150960)
(38,-8.629732,41.170681)
(39,-8.578498,41.155337)
(40,-8.609980,41.145875)
(41,-8.648212,41.142180)
(42,-8.625477,41.154612)
(43,-8.577633,41.171671)
(44,-8.611933,41.149211)
(45,-8.635957,41.160923)
(46,-8.576615,41.143492)
(47,-8.630935,41.147273)
(48,-8.577850,41.153713)
(49,-8.612078,41.149489)
(50,-8.577662,41.152915)
(51,-8.590610,41.141983)
(52,-8.570685,41.158005)
(53,-8.614471,41.162320)
(54,-8.608600,41.143030)
(55,-8.627799,41.151143)
(56,-8.586169,41.161490)
(57,-8.613887,41.151862)
(58,-8.591344,41.147871)
(59,-8.622943,41.146515)
(60,-8.642799,41.164874)
(61,-8.617646,41.143165)
(62,-8.620286,41.147182)
(63,-8.623575,41.144641)
(64,-8.645756,41.158961)
(65,-8.574493,41.142949)
(66,-8.612811,41.141176)
(67,-8.611379,41.172529)
(68,-8.587276,41.144264)
(69,-8.603948,41.172041)
(70,-8.573892,41.155469)
(71,-8.577553,41.155078)
